"id","prob"
2,0.527359758428362
3,0.58049099316709
4,0.215502313728754
8,0.00754090371172466
13,0.232433610030206
14,0.0184734528284159
16,0.956210619767143
17,0.901654327034382
18,0.999802016561706
20,0.99959414604775
23,0.987997146743826
25,0.860768883615693
26,0.0613612314360252
28,0.0359826517450604
31,0.88324725972235
33,0.103337422307032
34,0.393957611791453
35,0.353383316547202
37,0.00668708083114269
43,0.988313526934622
44,0.633801585951384
45,0.310888291203453
47,0.130959077501123
53,0.852032676587616
55,0.0621616631743065
56,0.95917034967621
57,0.970625695857701
59,0.825739373788253
60,0.961665578823628
61,0.87777049035636
64,0.0648560967357099
67,0.935545466345776
68,0.866163641708423
72,0.834499116195089
74,0.94735957332654
76,0.0597617341886606
79,0.531998100443168
81,0.0700204243260627
82,0.0350596078691722
84,0.102920971576802
85,0.119374236207027
87,0.098651445363582
89,0.30663615046808
90,0.562494633656349
92,0.620414764084476
93,0.747334981479224
97,0.0356879280634501
101,0.646748528494348
104,0.687635667375745
105,0.966295920974826
106,0.0609723889587972
109,0.00181973696371515
110,0.957447259191015
111,0.983030302705666
112,0.277331289563847
113,0.941260844944289
114,0.943865639431126
115,0.892611748816867
125,0.410735704066713
126,0.979899413528697
128,0.475853982546655
130,0.5606198245525
132,0.980806003302458
133,0.823556413348666
136,0.954146456532304
138,0.040104379428542
139,0.797550301741496
141,0.953569676823263
142,0.775898080900162
143,0.390498084613363
144,0.954408309019619
146,0.863420193317449
148,0.894765250317306
149,0.904751153186912
153,0.826144987637609
154,0.0228334421308205
156,0.676977367842363
158,0.00245656662708821
159,0.642948431791581
160,0.525663166145575
168,0.0475914525334533
169,0.671571456943124
171,0.0525653826980025
172,0.146873507812653
174,0.607557550925429
175,0.130642694726823
178,0.952830818909536
180,0.59914965092506
181,0.842905912658788
183,0.732383033993528
184,0.780637372018293
185,0.0493062553514886
186,0.495939038304777
187,0.752115623496993
188,0.0572170607203858
189,0.571723965532435
190,0.843608208542067
192,0.943736391490375
194,0.17514089498142
195,0.142948995568763
196,0.638569005845439
197,0.593664133784178
200,0.00183332373393096
202,0.980514319219014
207,0.618780835645597
209,0.35675126277864
213,0.826212911495069
214,0.563856663067298
215,0.119183751239282
217,0.315971952086219
218,0.568382337612873
219,0.889786450546672
221,0.527469872068105
222,0.103639187815086
224,0.247143129582396
225,0.715755889583795
226,0.626595197024721
228,0.00563876153533917
230,0.237223964851353
237,0.8354295840979
240,0.876716837922728
241,0.102735342978935
245,0.00153548313516254
247,0.0204024516586905
248,0.141659146189029
249,0.943585783368504
250,0.0268014411581298
255,0.994686754858313
258,0.240109037238692
259,0.0642687224638382
264,0.701930128935198
266,0.983318197491827
267,0.949557978722094
268,0.146056890206789
269,0.062262816054535
270,0.877931697706759
272,0.541188050389679
275,0.000816771971196493
276,0.557171335576796
277,0.978595797337439
278,0.337113522802173
280,0.894943199011243
282,0.709932371425627
285,0.53248556198638
286,0.0587641788354023
288,0.0893812149078038
289,0.00502790319769934
291,0.99346721997388
292,0.883082131639497
293,0.852489349625291
296,0.116073725192003
303,0.236161776121915
304,0.933664630924757
305,0.74232121061792
306,0.995988018458439
309,0.0160341448959767
310,0.300205457167166
311,0.311161300831209
314,0.80956367875303
315,0.93582362538974
316,0.0815863801682192
317,0.0138423433478252
318,0.573103065867308
320,0.00969794253782358
325,0.00534694466207531
331,0.983499088455531
332,0.786894746378087
336,0.919981315976516
337,0.0943244593908226
340,0.476461320207417
342,0.465413671938205
343,0.634002085590759
344,0.484904492734652
349,0.298345344141423
351,0.0774296817518015
352,0.985284828718617
353,0.72637469213458
356,0.661672584177696
357,0.663436209722954
359,0.00299433325947988
360,0.806158535271401
364,0.577362555165087
367,0.381788663190343
369,0.0314969487082342
370,0.143713577338647
374,0.916740377313117
377,0.110246017254643
378,0.630419906808941
379,0.182141657520483
382,0.950334674204722
387,0.153083533434865
388,0.0575341796082776
389,0.358214431598135
396,0.781653400443596
397,0.128294770366544
398,0.800773223999089
400,0.822968078662162
401,0.910920342365906
406,0.955059860587129
408,0.616727629836324
409,0.311700115634149
412,0.832610857608082
413,0.587267374577738
416,0.0869908552013886
420,0.0581466510777696
421,0.991718812341406
422,0.993732064238816
423,0.449097845788012
424,0.0320599120208141
426,0.0627927474579254
427,0.065719684558665
430,0.260970464456024
431,0.516278693270129
436,0.952714129932447
438,0.0306173692814146
439,0.103065381133582
444,0.939847910300426
446,0.873351352068544
447,0.856613492172079
449,0.0274914744641231
453,0.0884330910479752
456,0.935415314920682
457,0.00486492358899753
463,0.820117346018074
464,0.35696188501006
471,6.53683137850996e-05
472,0.0262586744668826
473,0.827172151603961
478,0.760360995540515
479,0.141596129615801
480,0.313481368233258
483,0.0492828282907898
489,0.434294557285005
492,0.00504830649504197
493,0.0518099292115096
494,0.882670532185176
495,0.723537025757246
496,0.0171679986842408
497,0.194478338116587
498,0.176506922136171
499,0.740554901243392
500,0.905515104639391
501,0.40047044276969
504,0.999979885016988
505,0.991691454015883
507,0.646901477069326
509,0.233697742270268
510,0.333049564999074
512,0.168533617842037
513,0.2970522084984
517,0.118046642141332
520,0.0704207288353743
521,0.525252911564334
522,0.994116162410629
523,0.00573803684203718
525,0.897183194419269
526,0.0993743964196935
527,0.855101051242382
531,0.923783739962321
534,0.991119952957895
535,0.876177504495153
538,0.0285661506283131
539,0.974798044746646
542,0.049995829270888
544,0.110611362813458
545,0.631566043776067
549,0.0332276839706838
552,0.120884351007837
554,0.341552602308579
561,0.55708380937256
565,0.453515293604379
569,0.81614187117344
572,0.687028868387053
