"id","prob"
2,0.553891153261744
5,0.0899577793991683
6,0.138906851924329
9,0.998281200620924
10,0.077770138962841
12,0.920062485914994
13,0.18612534052366
16,0.957570724357395
18,0.999850528868987
19,0.0311409347766659
20,0.99984716936461
23,0.99474401361227
25,0.839176373566043
29,0.649269328374172
31,0.866048878469294
32,0.807501591914899
33,0.126560542527613
35,0.400612688176003
37,0.0075330117796153
40,0.00250199629971004
47,0.0569138439723493
48,0.847095623665049
49,0.478852061502487
52,0.066382080435059
53,0.892340370991539
54,0.379157054605617
55,0.0512447075284588
57,0.979327664760897
59,0.845040206285306
60,0.953631104617243
61,0.90506361674111
65,0.99999940287814
66,0.927844982865026
69,0.19478824677398
70,0.271944953315684
72,0.883170384111808
73,0.383065374795161
75,0.307337066895794
76,0.063989471790695
80,0.707228651762177
81,0.0872297801702976
84,0.0570111078775489
87,0.121498754088277
88,0.849440901532353
89,0.25699586744716
90,0.458952525630746
94,0.154542931265085
95,0.258359850286321
96,0.795106059121196
97,0.0251115341741072
98,0.0905241682255484
100,0.130753168271214
101,0.618339533414782
102,0.931502801323174
104,0.725081757104109
105,0.96364425298978
106,0.0432939088120837
107,0.833446503184944
108,0.894108173679965
109,0.000555561537766099
111,0.98956972057328
112,0.212224372154569
113,0.938735836324295
119,0.777531010915533
123,0.00930709042597929
125,0.477211310283647
126,0.988734101602354
128,0.59565563327798
131,0.151375211436434
133,0.778196337331508
135,0.762614075694317
136,0.963839293561349
137,0.835316715450569
139,0.829560757826734
140,0.00960019631894535
141,0.964254714895509
143,0.35885043997336
144,0.968686417848237
151,0.760994046474562
153,0.798074583931544
155,0.0815521379726753
156,0.613015852760022
157,0.532800024659886
158,0.00131550308584754
160,0.461358964434589
161,0.927257560687775
162,0.531315858537226
163,0.785127371526547
168,0.0300891696611138
169,0.774996231354718
171,0.050620673365775
174,0.613764334318383
175,0.0958395135879856
176,0.0473032546654063
179,0.962002987974347
180,0.640802971143727
181,0.847427451230385
183,0.751324762028158
185,0.044121729985796
187,0.775811842236448
188,0.0527857083527539
189,0.392071249669367
190,0.881633848769075
191,0.52384847636248
193,0.214941085147817
195,0.133810034816986
197,0.65569329701213
198,0.179189073471678
199,0.914868217800906
200,0.00031964416383092
202,0.972759159519557
206,0.883050181293329
211,0.262454136097652
212,0.199460968459551
215,0.0971474966713303
217,0.298291898724047
218,0.494838543934257
