"id","prob"
6,0.120749131074353
7,0.262183034984977
8,0.00368419547741525
10,0.070670932847375
11,0.0817834330670212
12,0.920133865751029
18,0.999831489467651
22,0.0310262402217121
25,0.862676581564828
29,0.706715032174439
35,0.395041313205912
40,0.00351591615470763
41,0.986244242187799
42,0.935641908955928
44,0.739984293047836
46,0.330465233869744
48,0.817978301260091
51,0.00204826878800798
54,0.329460505004863
55,0.0436735811173879
56,0.959936464473498
58,0.754471561666513
60,0.94634313543483
63,0.163011021638106
65,0.999999478871332
68,0.940845140304786
71,0.0760645575153413
72,0.820211547289127
75,0.278718813533981
78,0.55555146977989
80,0.72475049462296
81,0.0391973335651199
83,0.104429228100378
86,0.858014157544681
89,0.221812707963911
90,0.753340673794224
92,0.600035756595692
97,0.0236812545507898
104,0.680398191374303
105,0.948708894557529
108,0.940879113529053
109,0.0005986826917075
112,0.2543773754289
114,0.966698566791233
122,0.958479987340471
123,0.00527105200817171
124,0.740705842398918
130,0.557437925235784
134,0.00529053475061451
135,0.830147612059367
140,0.00739475461554161
142,0.761888843619045
143,0.502079665700776
145,0.38086202173713
147,0.164167908883243
151,0.772153560147682
152,0.0593944545152796
153,0.851437076534142
156,0.633030245821555
159,0.722523627435187
166,0.495801712792588
167,0.529207869945456
169,0.728222624650709
170,0.0260128566114233
171,0.0541156351248603
175,0.0824075069434783
176,0.0511627439424206
180,0.580911295185124
186,0.473014022837655
189,0.510344346925716
190,0.877504569861436
191,0.460298868551084
197,0.645212796083341
198,0.092423147945157
199,0.940911039828461
200,0.000936440424338912
203,0.0837969331927991
205,0.0976126547763455
208,0.0200094212825855
209,0.606152098901972
210,0.228791066713448
213,0.865597217677363
214,0.59226669709481
215,0.0908526629426216
221,0.557817033246437
223,0.947685213214472
224,0.196038293940257
225,0.797642850102635
227,0.625114256086059
229,0.670187093241256
230,0.24199842763066
231,0.778192832964953
232,0.187709234664605
234,0.144632107833887
236,0.885936598265708
237,0.871026849832004
238,0.0118537945695316
240,0.883513263808644
241,0.0828893977440354
242,0.00166026375623351
243,0.412771217224953
244,0.768442490963531
245,0.0030616875743721
249,0.966401684274252
251,0.976985068857834
256,0.531432104712015
257,0.434895043860696
259,0.0548441649350537
261,0.229439741215982
262,0.557372423667343
264,0.671289352264343
267,0.960365567749285
268,0.123957353546304
270,0.856259464389193
273,0.930110715121665
276,0.673905135249156
277,0.97222397015663
280,0.891983047064308
281,0.095842214971695
283,0.918772727510068
